"Search.Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Region"	"Location.Name"	"Latitude"	"Longitude"	"Focal.Depth..km."	"Mag"	"MMI.Int"	"Deaths"	"Death.Description"	"Missing"	"Missing.Description"	"Injuries"	"Injuries.Description"	"Damage...Mil."	"Damage.Description"	"Houses.Destroyed"	"Houses.Destroyed.Description"	"Houses.Damaged"	"Houses.Damaged.Description"	"Total.Deaths"	"Total.Death.Description"	"Total.Missing"	"Total.Missing.Description"	"Total.Injuries"	"Total.Injuries.Description"	"Total.Damage...Mil."	"Total.Damage.Description"	"Total.Houses.Destroyed"	"Total.Houses.Destroyed.Description"	"Total.Houses.Damaged"	"Total.Houses.Damaged.Description"	"Mag.full"	"Freq.Country"
"1103"	""	2012	8	11	12	23	18.1	NA	NA	"IRAN"	140	"IRAN:  AHAR, HARIS, VARZAGAN"	38.329	46.826	11	6.5	NA	306	3	NA	NA	3000	4	599	4	NA	4	NA	4	306	3	NA	NA	3000	4	599	4	NA	4	NA	4	6	138
"1104"	""	2012	8	18	9	41	52.4	NA	NA	"INDONESIA"	170	"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG"	-1.315	120.096	10	6.3	NA	6	1	NA	NA	43	1	NA	4	471	3	1097	4	6	1	NA	NA	43	1	NA	4	471	3	1097	4	6	125
"1105"	""	2012	8	31	12	47	33.3	5463	NA	"PHILIPPINES"	170	"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN"	10.811	126.638	28	7.6	NA	1	1	NA	NA	1	1	0.3	1	NA	1	NA	NA	1	1	NA	NA	1	1	0.3	1	NA	1	NA	NA	7	49
"1106"	""	2012	9	5	14	42	7.8	5464	NA	"COSTA RICA"	100	"COSTA RICA:  NICOYA"	10.085	-85.315	35	7.6	NA	2	1	NA	NA	20	1	NA	1	NA	2	NA	NA	2	1	NA	NA	20	1	NA	1	NA	2	NA	NA	7	12
"1107"	""	2012	9	7	3	19	42.5	NA	NA	"CHINA"	30	"CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG"	27.575	103.983	10	5.6	NA	81	2	NA	NA	821	3	1000	4	37000	4	133000	4	81	2	NA	NA	821	3	1000	4	37000	4	133000	4	5	152
"1108"	""	2012	11	7	16	35	46.9	5468	NA	"GUATEMALA"	100	"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU"	13.988	-91.895	24	7.3	NA	48	2	NA	NA	155	3	210	4	2769	4	7561	4	48	2	NA	NA	155	3	210	4	2769	4	7561	4	7	15
"1109"	""	2012	11	11	1	12	38.8	NA	NA	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  SHWEBO"	23.005	95.885	14	6.8	NA	26	1	NA	NA	230	3	NA	2	251	3	NA	NA	26	1	NA	NA	230	3	NA	2	251	3	NA	NA	6	11
"1110"	""	2012	12	5	17	8	13.5	NA	NA	"IRAN"	140	"IRAN:  KHORASAN PROVINCE"	33.506	59.571	14	5.7	NA	8	1	NA	NA	12	1	NA	1	NA	NA	NA	1	8	1	NA	NA	12	1	NA	1	NA	NA	NA	1	5	138
"1111"	""	2013	1	21	22	22	52.7	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATERA:  N"	4.927	95.907	12	6.1	NA	1	1	NA	NA	15	1	NA	1	NA	NA	71	2	1	1	NA	NA	15	1	NA	1	NA	NA	71	2	6	125
"1112"	""	2013	3	27	2	3	19.8	NA	NA	"TAIWAN"	30	"TAIWAN:  NANTOU COUNTY, TAIPEI"	23.828	121.215	19	6	NA	1	1	NA	NA	86	2	1.128	2	NA	NA	NA	3	1	1	NA	NA	86	2	1.128	2	NA	NA	NA	3	6	54
"1113"	""	2013	4	9	11	52	49.9	NA	NA	"IRAN"	140	"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA"	28.428	51.593	12	6.3	NA	37	1	NA	NA	850	3	297	4	NA	3	700	3	37	1	NA	NA	850	3	297	4	NA	3	700	3	6	138
"1114"	""	2013	4	16	10	44	20.1	NA	NA	"IRAN"	140	"IRAN; PAKISTAN:  MASHKAL"	28.033	61.996	80	7.7	NA	40	1	NA	NA	300	3	NA	3	NA	NA	1000	3	40	1	NA	NA	300	3	NA	3	NA	NA	1000	3	7	138
"1115"	""	2013	4	18	0	50	38.5	NA	NA	"USA"	150	"TEXAS:  WEST"	31.817	-97.088	0	2.1	NA	14	1	NA	NA	200	3	100	4	50	1	NA	NA	14	1	NA	NA	200	3	100	4	50	1	NA	NA	2	36
"1116"	""	2013	4	20	0	2	47.5	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE:  LONGMEN"	30.308	102.888	14	6.6	NA	196	3	21	1	11470	4	6800	4	NA	3	NA	3	196	3	21	1	11470	4	6800	4	NA	3	NA	3	6	152
"1117"	""	2013	4	24	9	25	30	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  KAMA"	34.526	70.22	64	5.5	NA	18	1	NA	NA	141	3	NA	2	NA	NA	676	3	18	1	NA	NA	141	3	NA	2	NA	NA	676	3	5	35
"1118"	""	2013	5	1	6	57	13.4	NA	NA	"INDIA"	60	"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN"	33.061	75.863	15	5.7	NA	3	1	NA	NA	90	2	19.5	3	1136	4	95532	4	3	1	NA	NA	90	2	19.5	3	1136	4	95532	4	5	32
"1119"	""	2013	5	11	2	8	8.5	NA	NA	"IRAN"	140	"IRAN:  HORMOZGAN: BASHAGARD"	26.56	57.77	15	6.1	NA	2	1	NA	NA	20	1	NA	2	NA	NA	NA	3	2	1	NA	NA	20	1	NA	2	NA	NA	NA	3	6	138
"1120"	""	2013	6	2	5	43	3.4	NA	NA	"TAIWAN"	30	"TAIWAN:  JENAI"	23.789	121.141	17	6.3	NA	4	1	NA	NA	21	1	1.1	2	NA	NA	NA	NA	4	1	NA	NA	21	1	1.1	2	NA	NA	NA	NA	6	54
"1121"	""	2013	7	2	7	37	2.6	NA	NA	"INDONESIA"	60	"INDONESIA:  BANDA ACEH"	4.645	96.665	13	6.1	NA	48	1	NA	NA	2532	4	113	4	20401	4	NA	NA	48	1	NA	NA	2532	4	113	4	20401	4	NA	NA	6	125
"1122"	""	2013	7	21	23	45	56.6	NA	NA	"CHINA"	30	"CHINA:   GANSU:  DINGXI, MIN"	34.512	104.262	8	6	NA	95	2	NA	NA	887	3	466	4	123000	4	138000	4	95	2	NA	NA	887	3	466	4	123000	4	138000	4	6	152
"1123"	""	2013	8	31	0	4	17.8	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  BENZILAN"	28.243	99.35	8	5.6	NA	5	1	NA	NA	24	1	155	4	600	3	55500	4	5	1	NA	NA	24	1	155	4	600	3	55500	4	5	152
"1124"	""	2013	9	7	0	13	29.6	NA	NA	"GUATEMALA"	100	"GUATEMALA:  COATEPEQUE, QUETZALTENANGO"	14.606	-92.121	66	6.4	7	1	1	NA	NA	52	2	2	2	3	1	NA	NA	1	1	NA	NA	52	2	2	2	3	1	NA	NA	6	15
"1125"	""	2013	9	24	11	29	48	5506	NA	"PAKISTAN"	60	"PAKISTAN:  AWARAN, KECH"	26.951	65.501	15	7.7	4	825	3	NA	NA	619	3	100	4	32638	4	14118	4	825	3	NA	NA	619	3	100	4	32638	4	14118	4	7	31
"1126"	""	2013	9	28	7	34	6.5	NA	NA	"PAKISTAN"	60	"PAKISTAN: AWARAN"	27.183	65.505	12	6.8	7	22	1	NA	NA	50	1	NA	NA	NA	2	NA	2	22	1	NA	NA	50	1	NA	NA	NA	2	NA	2	6	31
"1127"	""	2013	10	15	0	12	32.1	NA	NA	"PHILIPPINES"	170	"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS"	9.88	124.117	19	7.1	9	222	3	8	1	976	3	51.8	4	NA	4	NA	4	222	3	8	1	976	3	51.8	4	NA	4	NA	4	7	49
"1128"	""	2013	10	22	5	40	39.1	NA	NA	"INDONESIA"	60	"INDONESIA:  BANDA ACEH"	5.103	95.971	10	5.4	5	1	1	NA	NA	2	1	NA	1	NA	NA	160	3	1	1	NA	NA	2	1	NA	1	NA	NA	160	3	5	125
"1129"	""	2013	11	28	13	51	34	NA	NA	"IRAN"	140	"IRAN:  BORAZJAN"	29.32	51.31	8	5.8	5	8	1	NA	NA	200	3	NA	2	250	3	NA	1	8	1	NA	NA	200	3	NA	2	250	3	NA	1	5	138
"1130"	""	2014	1	2	3	13	54.6	NA	NA	"IRAN"	140	"IRAN:  BASTAK"	27.15	54.448	8	5.2	NA	1	1	NA	NA	30	1	2	2	NA	NA	NA	3	1	1	NA	NA	30	1	2	2	NA	NA	NA	3	5	138
"1131"	""	2014	4	1	23	46	47.3	5557	NA	"CHILE"	160	"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO"	-19.61	-70.769	25	8.2	8	7	1	NA	NA	NA	NA	100	4	NA	NA	2600	4	7	1	NA	NA	NA	NA	100	4	NA	NA	2600	4	8	43
"1132"	""	2014	4	10	23	27	45.6	NA	NA	"NICARAGUA"	100	"NICARAGUA:  NAGAROTE, MANAGUA"	12.403	-86.378	13	6.1	6	2	1	NA	NA	250	3	3	2	168	3	2210	4	2	1	NA	NA	250	3	3	2	168	3	2210	4	6	5
"1133"	""	2014	4	11	7	7	23.1	NA	NA	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-6.586	155.049	61	7.1	NA	1	1	NA	NA	NA	NA	NA	1	51	2	NA	NA	1	1	NA	NA	NA	NA	NA	1	51	2	NA	NA	7	22
"1134"	""	2014	5	8	22	51	15.8	NA	NA	"PAKISTAN"	60	"PAKISTAN:  NAWABSHAH"	26.387	68.358	15	4.5	NA	2	1	NA	NA	70	2	NA	1	NA	2	NA	NA	2	1	NA	NA	70	2	NA	1	NA	2	NA	NA	4	31
"1135"	""	2014	5	24	9	25	2.4	5790	NA	"GREECE"	130	"GREECE, TURKEY"	40.289	25.389	6	6.9	9	3	1	NA	NA	310	3	450	4	NA	1	NA	2	3	1	NA	NA	310	3	4500	4	NA	1	NA	2	6	46
"1136"	""	2014	7	7	11	23	54.8	NA	NA	"MEXICO"	150	"MEXICO; GUATEMALA:  SAN MARCOS"	14.724	-92.461	53	6.9	8	3	1	NA	NA	33	1	NA	1	NA	1	50	1	3	1	NA	NA	33	1	NA	1	NA	1	50	1	6	53
"1137"	""	2014	7	29	10	46	14.7	NA	NA	"MEXICO"	150	"MEXICO:  OAXACA"	17.682	-95.653	107	6.3	7	1	1	NA	NA	1	1	NA	2	NA	NA	NA	2	1	1	NA	NA	1	1	NA	2	NA	NA	NA	2	6	53
"1138"	""	2014	8	1	4	11	16.5	NA	NA	"ALGERIA"	15	"ALGERIA:  ALGIERS"	36.856	3.181	10	5.5	7	6	1	NA	NA	420	3	NA	NA	NA	NA	NA	NA	6	1	NA	NA	420	3	NA	NA	NA	NA	NA	NA	5	22
"1139"	""	2014	8	3	8	30	13.6	NA	NA	"CHINA"	30	"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG"	27.189	103.409	12	6.2	7	615	3	114	3	3143	4	5000	4	25800	4	160400	4	615	3	114	3	3143	4	5000	4	25800	4	160400	4	6	152
"1140"	""	2014	8	5	10	22	34	NA	NA	"SOUTH AFRICA"	10	"SOUTH AFRICA:  ORKNEY"	-26.99	26.705	5	5.4	7	1	1	NA	NA	17	1	NA	2	13	1	1433	4	1	1	NA	NA	17	1	NA	2	13	1	1433	4	5	9
"1141"	""	2014	8	12	19	58	0.1	NA	NA	"ECUADOR"	160	"ECUADOR:  QUITO"	-0.018	-78.322	12	5.1	5	3	1	NA	NA	18	1	NA	1	NA	NA	89	2	3	1	NA	NA	18	1	NA	1	NA	NA	89	2	5	21
"1142"	""	2014	8	24	10	20	44.1	NA	NA	"USA"	150	"CALIFORNIA:  NAPA, VALLEJO"	38.215	-122.312	11	6	8	1	1	NA	NA	257	3	700	4	160	3	1034	4	1	1	NA	NA	257	3	700	4	160	3	1034	4	6	36
"1143"	""	2014	9	28	2	35	22.2	NA	NA	"PERU"	160	"PERU:  PARURO PROVINCE"	-13.843	-71.695	10	4.9	7	8	1	NA	NA	6	1	NA	1	106	3	NA	3	8	1	NA	NA	6	1	NA	1	106	3	NA	3	4	67
"1144"	""	2014	10	7	13	49	39.7	NA	NA	"CHINA"	30	"CHINA:   YUNNAN PROVINCE:  YONGPING"	23.383	100.47	9	6.1	4	1	1	NA	NA	323	3	274	4	NA	1	NA	NA	1	1	NA	NA	323	3	274	4	NA	1	NA	NA	6	152
"1145"	""	2014	10	14	3	51	34.5	5607	NA	"EL SALVADOR"	100	"EL SALVADOR:  GULF OF FONSECA"	12.526	-88.123	40	7.3	8	1	1	NA	NA	NA	NA	NA	1	5	1	41	1	1	1	NA	NA	NA	NA	NA	1	5	1	41	1	7	10
"1146"	""	2014	11	22	8	55	26.6	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE:  GARZE"	30.34	101.737	9	5.9	3	5	1	NA	NA	65	2	50	4	30	1	27400	4	5	1	NA	NA	65	2	50	4	30	1	27400	4	5	152
"1147"	""	2014	12	6	10	20	1.5	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  YONGPING"	23.358	100.533	10	5.6	3	1	1	NA	NA	22	1	NA	2	434	3	17000	4	1	1	NA	NA	22	1	NA	2	434	3	17000	4	5	152
"1148"	""	2015	2	21	21	21	8	NA	NA	"BOSNIA-HERZEGOVINA"	130	"BALKANS NW:  BOSNIA-HERZEGOVINA:"	44.534	18.934	7	3.6	NA	4	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	4	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	3	5
"1149"	""	2015	3	14	6	14	38	NA	NA	"CHINA"	30	"CHINA:  ANHUI PROVINCE:  FUYANG"	33.15	115.8	10	4.6	NA	2	1	NA	NA	13	1	NA	2	155	3	11079	4	2	1	NA	NA	13	1	NA	2	155	3	11079	4	4	152
"1150"	""	2015	4	20	1	42	38	NA	NA	"TAIWAN"	30	"TAIWAN:  TAIPEI"	24.203	122.316	29	6.4	4	1	1	NA	NA	1	1	NA	1	NA	NA	19	1	1	1	NA	NA	1	1	NA	1	NA	NA	19	1	6	54
"1151"	""	2015	4	25	6	12	35	NA	NA	"NEPAL"	60	"NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH"	28.231	84.731	8	7.8	8	8957	4	3	1	24000	4	6000	4	498852	4	256697	4	8957	4	3	1	24000	4	6000	4	498852	4	256697	4	7	10
"1152"	""	2015	5	12	7	6	13	NA	NA	"NEPAL"	60	"NEPAL:   DOLAKHA"	27.809	86.066	15	7.3	7	117	3	NA	NA	2800	4	NA	2	NA	2	NA	NA	117	3	NA	NA	2800	4	NA	2	NA	2	NA	NA	7	10
"1153"	""	2015	7	3	1	7	1	NA	NA	"CHINA"	40	"CHINA:  S. XINJIANG:  HOTAN"	37.6	78.2	10	6.4	NA	3	1	NA	NA	263	3	NA	3	3000	4	NA	NA	3	1	NA	NA	263	3	NA	3	3000	4	NA	NA	6	152
"1154"	""	2015	7	3	6	43	54	NA	NA	"PHILIPPINES"	170	"PHILIPPINES:  MINDANAO"	10.169	125.891	32	6.1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	49
"1155"	""	2015	7	24	20	59	12	NA	NA	"PAKISTAN"	60	"PAKISTAN:  ABBOTTABAD"	33.856	73.193	17	5.1	5	3	1	NA	NA	1	1	NA	1	3	1	NA	NA	3	1	NA	NA	1	1	NA	1	3	1	NA	NA	5	31
"1156"	""	2015	7	27	21	42	11	NA	NA	"INDONESIA"	170	"INDONESIA:  PAPUA"	-2.629	138.528	48	7	5	1	1	NA	NA	NA	NA	NA	1	1	1	6	1	1	1	NA	NA	NA	NA	NA	1	1	1	6	1	7	125
"1157"	""	2015	9	16	22	55	26	5590	NA	"CHILE"	160	"CHILE:  CENTRAL"	-31.573	-71.674	22	8.3	9	7	1	1	1	14	1	600	4	2305	4	10044	4	15	1	1	1	14	1	600	4	2305	4	10044	4	8	43
"1158"	""	2015	10	17	11	33	0	NA	NA	"ARGENTINA"	160	"ARGENTINA:  GALPON"	-25.442	-64.632	33	5.8	7	2	1	NA	NA	30	1	NA	1	15	1	NA	NA	2	1	NA	NA	30	1	NA	1	15	1	NA	NA	5	8
"1159"	""	2015	10	26	9	9	56	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN: HINDU KUSH"	36.524	70.368	231	7.5	7	399	3	NA	NA	1770	4	109	4	29230	4	79893	4	399	3	NA	NA	1770	4	109	4	29230	4	79893	4	7	35
"1160"	""	2015	11	7	6	58	30	NA	NA	"VENEZUELA"	160	"VENEZUELA:  MERIDA"	8.477	-71.365	14	5.3	NA	1	1	NA	NA	NA	NA	NA	1	33	1	83	2	1	1	NA	NA	NA	NA	NA	1	33	1	83	2	5	13
"1161"	""	2015	11	17	7	10	3	5594	NA	"GREECE"	130	"GREECE:  LEFKADA, KEFALONIA, ITHACA"	38.67	20.6	11	6.5	NA	2	1	NA	NA	8	1	NA	2	1	1	NA	2	2	1	NA	NA	8	1	NA	2	1	1	NA	2	6	46
"1162"	""	2015	11	22	20	38	5	NA	NA	"VENEZUELA"	160	"VENEZUELA:  MERIDA"	8.48	-71.42	5	5.1	4	1	1	NA	NA	3	1	NA	1	NA	NA	6	1	1	1	NA	NA	3	1	NA	1	NA	NA	6	1	5	13
"1163"	""	2015	12	7	7	51	35	NA	NA	"TAJIKISTAN"	40	"TAJIKISTAN"	38.211	72.78	22	7.2	3	2	1	NA	NA	NA	3	5	2	500	3	793	3	2	1	NA	NA	NA	3	5	2	500	3	793	3	7	14
"1164"	""	2015	12	17	19	49	5	NA	NA	"MEXICO"	150	"MEXICO:  COCOTITLAN"	15.802	-93.633	85	6.6	5	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	53
"1165"	""	2015	12	25	19	14	19	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN; PAKISTAN"	36.494	71.126	206	6.3	5	4	1	NA	NA	97	2	NA	1	NA	1	NA	1	4	1	NA	NA	97	2	NA	1	NA	1	NA	1	6	35
"1166"	""	2016	1	3	23	5	27	NA	NA	"INDIA"	60	"INDIA:  IMPAHL"	24.804	93.651	55	6.7	7	13	1	NA	NA	100	2	75	4	NA	NA	NA	2	13	1	NA	NA	100	2	75	4	NA	NA	NA	2	6	32
"1167"	""	2016	1	16	23	22	4	NA	NA	"INDONESIA"	170	"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND"	-3.873	127.229	4	5.6	3	1	1	NA	NA	22	1	NA	1	NA	NA	230	3	1	1	NA	NA	22	1	NA	1	NA	NA	230	3	5	125
"1168"	""	2016	2	5	19	57	6	NA	NA	"TAIWAN"	30	"TAIWAN:  TAINAN"	22.97	120.46	10	6.4	7	117	3	NA	NA	525	3	700	4	NA	1	NA	1	117	3	NA	NA	525	3	700	4	NA	1	NA	1	6	54
"1169"	""	2016	4	10	10	29	12	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  KHYBER PAKHTUNKHWA"	36.473	71.131	212	6.6	5	6	1	NA	NA	5	1	NA	1	NA	NA	20	1	6	1	NA	NA	5	1	NA	1	NA	NA	20	1	6	35
"1170"	""	2016	4	13	13	55	8	NA	NA	"MYANMAR (BURMA)"	60	"INDIA: ASSAM; BANGLADESH"	23.094	94.865	136	6.9	5	2	1	NA	NA	170	3	NA	2	NA	NA	4	1	2	1	NA	NA	170	3	NA	2	NA	NA	4	1	6	11
"1171"	""	2016	4	15	16	25	22	NA	NA	"JAPAN"	30	"JAPAN:  KUMAMOTO, OITA"	32.791	130.754	10	7	8	50	1	NA	NA	1500	4	20000	4	80000	4	NA	4	50	1	NA	NA	1500	4	20000	4	80000	4	NA	4	7	63
"1172"	""	2016	4	16	23	58	0	5599	NA	"ECUADOR"	160	"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS"	0.35	-80.16	17	7.8	8	663	3	9	1	6274	4	3300	4	6998	4	29672	4	663	3	9	1	6274	4	3300	4	6998	4	29672	4	7	21
"1173"	""	2016	5	17	17	5	5	NA	NA	"CHINA"	30	"CHINA: YUNNAN PROVINCE: SHIMEN"	26.085	99.575	51	4.8	NA	2	1	NA	NA	NA	NA	60	4	NA	NA	NA	NA	2	1	NA	NA	NA	NA	60	4	NA	NA	NA	NA	4	152
"1174"	""	2016	5	18	16	47	26	NA	NA	"ECUADOR"	160	"ECUADOR:  MANABI PROVINCE"	0.495	-79.616	30	6.9	4	1	1	NA	NA	162	3	NA	1	NA	1	32	1	1	1	NA	NA	162	3	NA	1	NA	1	32	1	6	21
"1175"	""	2016	6	1	22	56	8	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  PESISIR SELATAN"	-2.097	100.665	50	6.6	5	1	1	NA	NA	30	1	NA	2	NA	NA	2663	4	1	1	NA	NA	30	1	NA	2	NA	NA	2663	4	6	125
"1176"	""	2016	8	15	2	58	0	NA	NA	"PERU"	160	"PERU:  AREQUIPA"	-15.64	-71.68	8	5.5	6	9	1	NA	NA	68	2	NA	2	605	3	671	3	9	1	NA	NA	68	2	NA	2	605	3	671	3	5	67
"1177"	""	2016	8	24	1	36	2	NA	NA	"ITALY"	130	"ITALY:  ACCUMOLI, ARQUATA, AMATRICE"	42.704	13.238	4	6.2	9	299	3	15	1	368	3	5000	4	NA	3	NA	2	299	3	15	1	368	3	5000	4	NA	3	NA	2	6	42
"1178"	""	2016	8	24	10	34	58	NA	NA	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA): CHAUK"	20.923	94.569	82	6.8	5	4	1	NA	NA	20	1	10	3	NA	NA	230	3	4	1	NA	NA	20	1	10	3	NA	NA	230	2	6	11
"1179"	""	2016	9	10	12	27	41	NA	NA	"TANZANIA"	10	"TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI"	-1.036	31.618	40	5.9	NA	23	1	NA	NA	252	3	458	4	1172	4	6281	4	23	1	NA	NA	252	3	458	4	1172	4	6281	4	5	5
"1180"	""	2016	9	28	16	49	1	NA	NA	"NICARAGUA"	100	"NICARAGUA:  LEON"	12.442	-86.515	8	5.5	4	1	1	NA	NA	5	1	NA	2	6	1	487	3	1	1	NA	NA	5	1	NA	2	6	1	487	3	5	5
"1181"	""	2016	10	1	8	4	33	NA	NA	"PAKISTAN"	60	"PAKISTAN:  MANSEHRA, NARAN"	34.905	73.682	10	5.4	2	1	1	NA	NA	NA	2	NA	1	NA	2	NA	NA	1	1	NA	NA	NA	2	NA	1	NA	2	NA	NA	5	31
"1182"	""	2016	10	26	19	18	43	NA	NA	"ITALY"	130	"ITALY:  VISSO, USSITA"	42.956	13.067	10	6.1	7	1	1	NA	NA	NA	1	NA	4	NA	NA	1001	4	1	1	NA	NA	NA	1	NA	4	NA	NA	1001	4	6	42
"1183"	""	2016	10	30	6	40	5	NA	NA	"ITALY"	130	"ITALY: NORCIA"	42.84	13.11	9	6.6	7	2	1	NA	NA	20	1	200	4	NA	1	NA	4	2	1	NA	NA	20	1	200	4	NA	1	NA	4	6	42
"1184"	""	2016	11	13	11	2	34	5613	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  AMBERLEY"	-42.737	173.054	15	7.8	8	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	1	2	1	NA	NA	NA	NA	3900	4	1	1	NA	1	7	9
"1185"	""	2016	11	25	14	25	11	NA	NA	"CHINA"	40	"CHINA:  XINJIANG PROVINCE:  KASHGAR"	39.273	73.978	17	6.6	7	1	1	NA	NA	NA	NA	5.5	3	NA	2	NA	NA	1	1	NA	NA	NA	NA	5.5	3	NA	2	NA	NA	6	152
"1186"	""	2016	11	27	23	35	2	NA	NA	"NEPAL"	40	"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA"	27.802	86.532	10	5.4	4	1	1	NA	NA	1	1	NA	1	2	1	NA	NA	1	1	NA	NA	1	1	NA	1	2	1	NA	NA	5	10
"1187"	""	2016	11	29	20	9	35	NA	NA	"POLAND"	120	"POLAND:  RUDNA"	51.613	16.157	5	4.2	NA	8	1	NA	NA	9	1	NA	1	NA	NA	NA	NA	8	1	NA	NA	9	1	NA	1	NA	NA	NA	NA	4	6
"1188"	""	2016	12	1	22	40	0	NA	NA	"PERU"	160	"PERU:  PUNO, LAMPA"	-15.44	-70.93	10	6.2	6	1	1	NA	NA	17	1	NA	1	8	1	40	1	1	1	NA	NA	17	1	NA	1	8	1	40	1	6	67
"1189"	""	2016	12	6	22	3	39	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA"	5.283	96.168	13	6.5	8	104	3	NA	NA	857	3	100	4	245	3	18752	4	104	3	NA	NA	857	3	100	4	245	3	18752	4	6	125
"1190"	""	2016	12	8	5	15	6	NA	NA	"CHINA"	40	"CHINA:  N. XINJIANG:  URUMQI"	43.823	86.345	18	6	3	1	1	NA	NA	NA	NA	135	4	NA	NA	NA	NA	1	1	NA	NA	NA	NA	135	4	NA	NA	NA	NA	6	152
"1191"	""	2016	12	8	17	38	28	5630	NA	"SOLOMON ISLANDS"	170	"SOLOMON ISLANDS"	-10.681	161.327	40	7.8	8	1	1	NA	NA	NA	NA	NA	1	191	3	126	3	1	1	NA	NA	NA	NA	NA	1	191	3	126	3	7	5
"1192"	""	2016	12	19	7	11	0	NA	NA	"ECUADOR"	160	"ECUADOR:  ESMERALDAS"	0.93	-79.84	6	5.4	6	3	1	NA	NA	47	1	NA	2	10	1	70	2	3	1	NA	NA	47	1	NA	2	10	1	70	2	5	21
"1193"	""	2017	1	3	9	9	8	NA	NA	"INDIA"	60	"INDIA:  AMBASA;  BANGLADESH"	24.015	92.018	32	5.7	NA	3	1	NA	NA	NA	3	NA	3	1492	4	5200	4	3	1	NA	NA	NA	3	NA	3	1492	4	5200	4	5	32
"1194"	""	2017	1	6	2	33	21	NA	NA	"IRAN"	140	"IRAN:  KHONJ"	28.2	53.107	10	5	NA	4	1	NA	NA	4	1	NA	1	NA	NA	NA	NA	4	1	NA	NA	4	1	NA	1	NA	NA	NA	NA	5	138
"1195"	""	2017	1	18	10	14	9	NA	NA	"ITALY"	130	"ITALY:  FARINDOLA"	42.529	13.282	9	5.7	NA	34	1	NA	NA	11	1	18	3	NA	1	NA	NA	34	1	NA	NA	11	1	18	3	NA	1	NA	NA	5	42
"1196"	""	2017	1	22	4	31	36	5642	NA	"PAPUA NEW GUINEA"	170	"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-6.246	155.172	135	7.9	9	3	1	NA	NA	NA	NA	NA	1	NA	3	NA	NA	3	1	NA	NA	NA	NA	NA	1	NA	3	NA	NA	7	22
"1197"	""	2017	2	10	14	4	32	NA	NA	"PHILIPPINES"	170	"PHILIPPINES: SURIGAO DEL NORTE"	9.907	125.452	15	6.5	8	8	1	NA	NA	202	3	40	4	215	3	3042	4	8	1	NA	NA	202	3	40	4	215	3	3042	4	6	49
"1198"	""	2017	3	5	0	8	1	NA	NA	"PHILIPPINES"	170	"PHILIPPINES: SURIGAO DEL NORTE"	9.831	125.496	11	5.7	NA	1	1	NA	NA	45	1	NA	1	13	1	NA	NA	1	1	NA	NA	45	1	NA	1	13	1	NA	NA	5	49
